 ******* Program HYDRUS
 ******* Fertilization optimization                                              
 Date:   0. 0.    Time:   1:**:24
 Units: L = mm   , T = hours, M = M    


    n      depth     THr       THs       hs       Ks        Ks/KsTop     Beta      Ah        AK        ATh
    0.2943189E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.2943946E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.2944955E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.2945964E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.2947285E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.2948642E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.2950000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.2951667E+03   0.7653E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.2953659E+03   0.9213E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.2955773E+03   0.1090E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.2957886E+03   0.1263E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.2960000E+03   0.1438E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.2962923E+03   0.1573E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.2966212E+03   0.1573E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.2968106E+03   0.1581E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.2970000E+03   0.1587E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.2974139E+03   0.1593E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.2977069E+03   0.1602E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.2980000E+03   0.1608E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.2985000E+03   0.1614E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.2990000E+03   0.1576E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.2995000E+03   0.1476E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3000000E+03   0.1340E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3005000E+03   0.1193E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3010000E+03   0.1055E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3015000E+03   0.9293E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3020000E+03   0.8432E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3021667E+03   0.1244E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3022222E+03   0.1431E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3022944E+03   0.1327E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3023826E+03   0.1203E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3024238E+03   0.1311E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3024297E+03   0.1519E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3024375E+03   0.1498E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3024452E+03   0.1457E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3024552E+03   0.1394E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3024683E+03   0.1375E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3024853E+03   0.1314E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3025074E+03   0.1300E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3025361E+03   0.1249E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3025734E+03   0.1209E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3026208E+03   0.1168E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3026840E+03   0.1100E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3027630E+03   0.1052E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3028815E+03   0.9654E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3030000E+03   0.9496E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3031429E+03   0.8817E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3033143E+03   0.8227E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3035429E+03   0.7296E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3037714E+03   0.7341E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3040000E+03   0.7136E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3043333E+03   0.5842E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3050000E+03   0.3955E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3055000E+03   0.5066E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3056667E+03   0.8620E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3058333E+03   0.7278E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3058395E+03   0.1503E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3058457E+03   0.1352E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3058477E+03   0.1398E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3058504E+03   0.1418E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3058539E+03   0.1288E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3058584E+03   0.1287E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3058643E+03   0.1258E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3058719E+03   0.1169E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3058819E+03   0.1107E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3058950E+03   0.1037E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3059125E+03   0.9576E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3059344E+03   0.9296E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3059672E+03   0.8345E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3060000E+03   0.8267E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3060369E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3060848E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3060960E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3061105E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3061294E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3061540E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3061860E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3062275E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3062815E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3063533E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3064252E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3065210E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3066168E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3067126E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3068084E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3069042E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3070000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3071667E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3072708E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3073750E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3075313E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3076250E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3077500E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3078750E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3080000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3082000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3084667E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3090000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3095000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3100000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3105000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3110000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3120000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3130000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3140000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3150000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3160000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3170000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3170100E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3170170E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3170219E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3170268E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3170317E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3170366E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3170415E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3170479E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3170542E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3170625E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3170708E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3170791E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3170898E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3171006E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3171114E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3171254E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3171394E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3171534E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3171716E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3171898E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3172079E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3172316E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3172552E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3172789E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3173025E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3173333E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3173640E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3173948E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3174255E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3174655E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3175055E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3175454E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3175854E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3176269E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3176683E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3177129E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3177577E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3178028E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3178481E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3178937E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3179395E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3179697E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3180000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3180462E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3180925E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3181387E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3181988E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3182589E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3183190E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3183947E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3184956E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3185965E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3187284E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3188642E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3190000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3191667E+03   0.7636E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3193655E+03   0.9197E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3195770E+03   0.1088E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3197885E+03   0.1262E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3200000E+03   0.1437E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3202914E+03   0.1579E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3206188E+03   0.1579E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3208094E+03   0.1587E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3210000E+03   0.1593E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3214120E+03   0.1599E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3217060E+03   0.1609E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3220000E+03   0.1614E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3225000E+03   0.1620E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3230000E+03   0.1583E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3235000E+03   0.1484E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3240000E+03   0.1346E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3245000E+03   0.1198E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3250000E+03   0.1060E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3255000E+03   0.9335E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3260000E+03   0.8470E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3261667E+03   0.1249E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3261852E+03   0.1518E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3262093E+03   0.1509E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3262406E+03   0.1429E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3262812E+03   0.1363E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3262871E+03   0.1495E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3262912E+03   0.1508E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3262966E+03   0.1514E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3263035E+03   0.1519E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3263126E+03   0.1481E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3263243E+03   0.1440E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3263396E+03   0.1426E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3263594E+03   0.1420E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3263853E+03   0.1342E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3264188E+03   0.1312E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3264624E+03   0.1249E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3265222E+03   0.1194E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3266018E+03   0.1109E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3267014E+03   0.1045E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3268507E+03   0.9323E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3270000E+03   0.9296E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3271667E+03   0.8636E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3273750E+03   0.7884E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3276875E+03   0.6525E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3280000E+03   0.6668E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3282500E+03   0.7149E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3286250E+03   0.5597E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3290000E+03   0.5725E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3293333E+03   0.5949E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3296667E+03   0.5715E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3300000E+03   0.5521E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3305000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3306667E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3308333E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3310000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3312000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3313600E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3315200E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3316800E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3317867E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3318933E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3320000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3321667E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3323750E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3326875E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3330000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3333333E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3340000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3345000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3350000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3360000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3370000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3380000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3390000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3400000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3410000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3410100E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3410170E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3410219E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3410268E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3410317E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3410366E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3410415E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3410479E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3410542E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3410606E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3410689E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3410772E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3410879E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3410987E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3411095E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3411235E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3411375E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3411515E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3411696E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3411878E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3412060E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3412242E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3412479E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3412715E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3412952E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3413188E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3413496E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3413803E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3414111E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3414510E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3414910E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3415310E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3415710E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3416109E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3416498E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3416936E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3417374E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3417811E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3418249E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3418687E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3419125E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3419562E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3420000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3420462E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3420924E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3421387E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3421987E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3422588E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3423189E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3423946E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3424955E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3425964E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3427286E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3428643E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3430000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3431667E+03   0.7755E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3433661E+03   0.9337E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3435774E+03   0.1105E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3437887E+03   0.1280E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3440000E+03   0.1457E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3442926E+03   0.1593E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3446219E+03   0.1594E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3448109E+03   0.1601E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3450000E+03   0.1608E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3454143E+03   0.1614E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3457072E+03   0.1623E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3460000E+03   0.1627E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3465000E+03   0.1630E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3470000E+03   0.1588E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3475000E+03   0.1484E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3480000E+03   0.1342E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3485000E+03   0.1193E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3490000E+03   0.1054E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3495000E+03   0.9289E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3500000E+03   0.8429E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3501667E+03   0.1243E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3502222E+03   0.1432E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3502944E+03   0.1328E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3503826E+03   0.1240E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3505061E+03   0.1112E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3506707E+03   0.1000E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3508354E+03   0.9662E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3510000E+03   0.9391E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3512500E+03   0.7708E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3516250E+03   0.6373E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3520000E+03   0.6432E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3523333E+03   0.6542E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.3523347E+03   0.1555E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3523350E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3523354E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.3523360E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
